transaction_id,payer_id,merchant_id,merchant,transaction_description,category,amount,payment_method,timestamp,hour,amount_zscore_vs_customer_history,is_new_merchant_for_customer,customer_txn_count_so_far,days_since_last_transaction,requires_review
TX008900,PAYER00001,MERCH0008,Delhi Metro,DELHIMETRO*HYD,Transport,243.47,Debit Card,2026-03-08 09:51:00,9,0.20211233797407602,True,2,0,1
TX007400,PAYER00001,MERCH0018,Jio Fiber,JIOFIBER*BLR,Utilities,1692.13,UPI,2026-03-09 14:15:00,14,3.6548101329657587,True,2,1,0
TX004578,PAYER00001,MERCH0027,Udemy,UDEMY.COM SUBSCRIPTION,Education,1009.41,UPI,2026-03-10 12:03:00,12,0.0,True,0,0,1
TX002969,PAYER00001,MERCH0022,Netflix,NETFLIX MONTHLY 39543,Entertainment,90.55,UPI,2026-03-11 18:37:00,18,0.0,True,1,1,0
TX003838,PAYER00001,MERCH0022,Netflix,UPI-NETFLIX-475882,Entertainment,717.57,Credit Card,2026-03-13 07:09:00,7,10.018715402864421,False,2,1,0
TX011590,PAYER00001,MERCH0026,Practo Consultation,UPI-PRACTOCONSULTA-278700,Healthcare,145.2,UPI,2026-03-13 09:43:00,9,0.0,False,1,0,1
TX002007,PAYER00001,MERCH0021,Employer Corp Payroll,EMPLOYERCORPPA PAYROLL JUN,Salary,26639.35,UPI,2026-03-14 21:15:00,21,0.0,False,1,1,0
TX010329,PAYER00001,MERCH0018,Jio Fiber,JIOFIBER*ORDER453879,Utilities,1722.47,UPI,2026-03-16 14:59:00,14,1.3314668229911897,False,3,1,1
TX010376,PAYER00001,MERCH0019,Municipal Water Bill,UPI-MUNICIPALWATER-904283,Utilities,1531.68,Net Banking,2026-03-16 22:04:00,22,0.6364663417741961,False,4,0,0
TX004575,PAYER00001,MERCH0022,Netflix,NETFLIX*SUBSCRIPTION,Entertainment,239.81,UPI,2026-03-17 11:43:00,11,-0.3581535470519509,False,3,0,0
TX007026,PAYER00001,MERCH0025,Apollo Pharmacy,APOLLOPHARMACY INDIA PVT LTD,Healthcare,325.36,Credit Card,2026-03-19 20:28:00,20,-0.7590767461453082,True,2,2,1
TX010369,PAYER00001,MERCH0021,Employer Corp Payroll,SALARY-EMPLOYERCORPPA-84050,Salary,69101.1,Credit Card,2026-03-20 07:18:00,7,0.9663201668015392,False,2,0,0
TX003767,PAYER00001,MERCH0025,Apollo Pharmacy,APOLLOPHARMACY*ORDER46878,Healthcare,1057.94,UPI,2026-03-21 06:55:00,6,0.5312700881115285,False,3,0,0
TX005812,PAYER00001,MERCH0008,Delhi Metro,DELHIMETRO INDIA PVT LTD,Transport,146.2,UPI,2026-03-21 07:09:00,7,-2.108350315166108,False,3,0,0
TX003522,PAYER00001,MERCH0027,Udemy,UDEMY*SUBSCRIPTION,Education,884.25,UPI,2026-03-21 12:13:00,12,0.0,False,1,0,0
TX003107,PAYER00001,MERCH0028,Coursera,COURSERA*SUBSCRIPTION,Education,583.61,Credit Card,2026-03-21 12:53:00,12,-5.804090763822307,True,2,0,1
TX003549,PAYER00001,MERCH0003,Starbucks,STARBUCKS MUM 827198,Food,264.65,UPI,2026-03-22 22:08:00,22,0.0,True,1,1,0
TX009689,PAYER00001,MERCH0025,Apollo Pharmacy,APOLLOPHARMACY,Healthcare,170.78,Wallet,2026-03-22 23:56:00,23,-1.040515131586109,False,4,0,0
TX010762,PAYER00001,MERCH0010,Rapido,RAPIDO*DEL,Transport,86.89,Credit Card,2026-03-24 16:56:00,16,-2.357649024741389,True,4,1,0
TX006751,PAYER00001,MERCH0020,Landlord NEFT,LANDLORDNEFT RENT JUL,Rent,46897.48,Net Banking,2026-03-25 07:58:00,7,0.0,False,1,0,0
TX008161,PAYER00001,MERCH0009,IndianOil Petrol Pump,INDIANOILPETRO*ORDER435071,Transport,142.04,UPI,2026-03-26 10:59:00,10,-0.6634372680417542,False,5,1,0
TX006779,PAYER00001,MERCH0009,IndianOil Petrol Pump,INDIANOILPETRO*KOL,Transport,139.73,Debit Card,2026-03-26 15:33:00,15,-0.6194559744822484,False,6,0,0
TX003964,PAYER00001,MERCH0009,IndianOil Petrol Pump,INDIANOILPETRO,Transport,343.44,UPI,2026-03-26 16:29:00,16,2.6770070263718972,False,7,0,0
TX009907,PAYER00001,MERCH0027,Udemy,UPI-UDEMY-445308,Education,388.89,Credit Card,2026-03-28 13:12:00,13,-2.444897900756563,False,3,1,1
TX007892,PAYER00001,MERCH0018,Jio Fiber,JIOFIBER TXN 360522,Utilities,905.27,UPI,2026-03-30 14:35:00,14,-0.5941499977965173,False,5,2,0
TX005786,PAYER00001,MERCH0028,Coursera,UPI-COURSERA-894599,Education,601.53,Wallet,2026-03-30 19:31:00,19,-0.47058205033467476,False,4,0,0
TX001534,PAYER00001,MERCH0023,BookMyShow,BOOKMYSHOW.COM SUBSCRIPTION,Entertainment,1355.12,UPI,2026-03-30 19:48:00,19,4.342615822132567,True,4,0,1
TX006957,PAYER00001,MERCH0017,Airtel Broadband,UPI-AIRTELBROADBAN-928784,Utilities,906.13,UPI,2026-03-31 10:19:00,10,-0.5254291569971795,False,6,0,0
TX004094,PAYER00001,MERCH0008,Delhi Metro,DELHIMETRO,Transport,40.37,UPI,2026-03-31 15:13:00,15,-1.918633255688764,False,8,0,1
TX005634,PAYER00001,MERCH0020,Landlord NEFT,RENT PAYMENT NEFT 769974,Rent,21048.85,UPI,2026-03-31 15:32:00,15,-0.7467556601937549,False,2,0,0
TX011331,PAYER00001,MERCH0014,Reliance Trends,RELIANCETRENDS TXN 385246,Shopping,347.96,Debit Card,2026-04-02 23:49:00,23,0.0,True,1,2,0
TX001045,PAYER00001,MERCH0028,Coursera,COURSERA*SUBSCRIPTION,Education,1845.0,Debit Card,2026-04-05 18:29:00,18,5.154587503997806,False,5,2,0
TX006367,PAYER00001,MERCH0019,Municipal Water Bill,UPI-MUNICIPALWATER-220825,Utilities,553.85,UPI,2026-04-05 19:10:00,19,-1.2012739366585095,False,7,0,0
TX008672,PAYER00001,MERCH0016,BESCOM Electricity,BESCOMELECTRIC*ORDER936462,Utilities,1307.33,UPI,2026-04-06 18:00:00,18,0.4897468715448995,True,8,0,0
TX001977,PAYER00001,MERCH0015,Local Kirana Store,LOCALKIRANASTO INDIA PVT LTD,Shopping,636.27,Debit Card,2026-04-07 06:31:00,6,2.981357453566249,True,2,0,0
TX007520,PAYER00001,MERCH0016,BESCOM Electricity,BESCOMELECTRIC*ORDER154603,Utilities,1229.17,UPI,2026-04-08 12:04:00,12,0.29021675722716767,False,9,1,0
TX004333,PAYER00001,MERCH0025,Apollo Pharmacy,UPI-APOLLOPHARMACY-507263,Healthcare,104.79,Credit Card,2026-04-08 14:35:00,14,-0.9557663719535446,False,5,0,1
TX001662,PAYER00001,MERCH0021,Employer Corp Payroll,EMPLOYERCORPPA SALARY CREDIT 408255,Salary,99696.87,Credit Card,2026-04-09 08:35:00,8,2.204391132728775,False,3,0,0
TX005328,PAYER00001,MERCH0016,BESCOM Electricity,BESCOMELECTRIC INDIA PVT LTD,Utilities,670.81,UPI,2026-04-09 12:36:00,12,-0.9667814709805694,False,10,0,0
TX009578,PAYER00001,MERCH0023,BookMyShow,BOOKMYSHOW.COM SUBSCRIPTION,Entertainment,150.84,UPI,2026-04-11 07:19:00,7,-0.7905669877592143,False,5,1,1
TX008470,PAYER00001,MERCH0025,Apollo Pharmacy,APOLLOPHARMACY,Healthcare,222.97,UPI,2026-04-11 15:18:00,15,-0.6081478886443872,False,6,0,0
TX005955,PAYER00001,MERCH0020,Landlord NEFT,LANDLORDNEFT RENT APR,Rent,34618.73,Net Banking,2026-04-13 11:20:00,11,0.4714229126902402,False,3,1,0
TX001369,PAYER00001,MERCH0006,Uber,UBER,Transport,91.78,Credit Card,2026-04-13 15:48:00,15,-0.957425956806795,False,9,0,0
TX011949,PAYER00001,MERCH0007,Ola Cabs,OLACABS BLR 895329,Transport,130.64,UPI,2026-04-13 21:12:00,21,-0.4373353263933892,True,10,0,1
TX005268,PAYER00001,MERCH0018,Jio Fiber,JIOFIBER,Utilities,3099.97,UPI,2026-04-15 12:28:00,12,4.551106963060022,False,11,1,1
TX011969,PAYER00001,MERCH0026,Practo Consultation,PRACTOCONSULTA*AHM,Healthcare,195.03,UPI,2026-04-15 14:16:00,14,-0.5996603756832499,False,7,0,0
TX003394,PAYER00001,MERCH0020,Landlord NEFT,RENT PAYMENT NEFT 361257,Rent,23915.07,UPI,2026-04-15 20:06:00,20,-0.5169069858475895,False,4,0,0
TX006486,PAYER00001,MERCH0020,Landlord NEFT,NEFT-LANDLORD-RENT-979441,Rent,14845.9,UPI,2026-04-17 12:32:00,12,-1.2943069275839418,False,5,1,0
TX011605,PAYER00001,MERCH0021,Employer Corp Payroll,SALARY-EMPLOYERCORPPA-550520,Salary,22591.14,UPI,2026-04-18 08:56:00,8,-1.6803093081868443,False,4,0,0
TX004310,PAYER00001,MERCH0024,Spotify,SPOTIFY MONTHLY 373690,Entertainment,131.94,Debit Card,2026-04-18 13:23:00,13,-0.7288270285554854,False,6,0,1
TX002530,PAYER00001,MERCH0004,Domino's Pizza,DOMINOSPIZZA,Food,168.71,UPI,2026-04-18 16:40:00,16,-3.7191342843089052,True,2,0,1
TX006558,PAYER00001,MERCH0022,Netflix,UPI-NETFLIX-335360,Entertainment,181.06,UPI,2026-04-19 09:26:00,9,-0.5367932595462565,False,7,0,0
TX001580,PAYER00001,MERCH0022,Netflix,UPI-NETFLIX-491935,Entertainment,289.67,UPI,2026-04-19 11:56:00,11,-0.22918086983555858,False,8,0,0
TX009943,PAYER00001,MERCH0017,Airtel Broadband,AIRTELBROADBAN,Utilities,1568.24,Debit Card,2026-04-20 09:05:00,9,0.4707062534474927,False,12,0,0
TX008952,PAYER00001,MERCH0024,Spotify,SPOTIFY*SUBSCRIPTION,Entertainment,511.26,Debit Card,2026-04-20 14:54:00,14,0.35448616896747115,False,9,0,0
TX011335,PAYER00001,MERCH0027,Udemy,UDEMY*SUBSCRIPTION,Education,4266.44,UPI,2026-04-22 14:45:00,14,7.1161860422695025,False,6,1,1
TX007462,PAYER00001,MERCH0022,Netflix,NETFLIX.COM SUBSCRIPTION,Entertainment,853.05,UPI,2026-04-23 12:45:00,12,1.2550742767698433,False,10,0,0
TX011377,PAYER00001,MERCH0015,Local Kirana Store,LOCALKIRANASTO*ORDER153487,Shopping,998.47,UPI,2026-04-24 19:59:00,19,4.300078780341372,False,3,1,0
TX005017,PAYER00001,MERCH0026,Practo Consultation,PRACTOCONSULTA INDIA PVT LTD,Healthcare,371.3,Debit Card,2026-04-26 08:42:00,8,-0.2126793500391911,False,8,1,0
TX000278,PAYER00001,MERCH0025,Apollo Pharmacy,APOLLOPHARMACY*ORDER497250,Healthcare,248.63,UPI,2026-04-27 14:28:00,14,-0.4474469175490084,False,9,1,0
TX000124,PAYER00001,MERCH0026,Practo Consultation,PRACTOCONSULTA,Healthcare,521.93,UPI,2026-04-28 06:48:00,6,0.15505216192132176,False,10,0,0
TX003536,PAYER00001,MERCH0012,Myntra,UPI-MYNTRA-685561,Shopping,510.59,UPI,2026-04-28 16:46:00,16,-0.44799245618603434,True,4,0,0
TX000174,PAYER00001,MERCH0008,Delhi Metro,DELHIMETRO INDIA PVT LTD,Transport,96.58,UPI,2026-04-28 17:04:00,17,-0.8071057320985092,False,11,0,0
TX007887,PAYER00001,MERCH0008,Delhi Metro,DELHIMETRO KOL 524258,Transport,28.97,UPI,2026-04-29 17:55:00,17,-1.5475536888801533,False,12,1,0
TX011266,PAYER00001,MERCH0013,Flipkart,FLIPKART,Shopping,1051.94,Debit Card,2026-04-29 19:29:00,19,2.062383977546707,True,5,0,0
TX002558,PAYER00001,MERCH0023,BookMyShow,UPI-BOOKMYSHOW-371546,Entertainment,246.53,UPI,2026-04-30 16:39:00,16,-0.4837405857145264,False,11,0,0
TX007307,PAYER00001,MERCH0017,Airtel Broadband,UPI-AIRTELBROADBAN-210304,Utilities,1452.69,UPI,2026-04-30 18:55:00,18,0.279609407801073,False,13,0,1
TX000892,PAYER00001,MERCH0028,Coursera,COURSERA.COM SUBSCRIPTION,Education,1304.16,Debit Card,2026-05-01 11:47:00,11,-0.05093160422163788,False,7,0,0
TX007106,PAYER00001,MERCH0026,Practo Consultation,PRACTOCONSULTA TXN 206046,Healthcare,525.16,Credit Card,2026-05-01 12:29:00,12,0.15479905160307933,False,11,0,0
TX001970,PAYER00001,MERCH0004,Domino's Pizza,DOMINOSPIZZA INDIA PVT LTD,Food,676.04,UPI,2026-05-02 19:02:00,19,11.621036672595903,False,3,1,1
TX007860,PAYER00001,MERCH0016,BESCOM Electricity,BESCOMELECTRIC PUN 428295,Utilities,1048.45,Debit Card,2026-05-04 18:30:00,18,-0.3425199250048998,False,14,1,0
TX001063,PAYER00001,MERCH0024,Spotify,SPOTIFY MONTHLY 984829,Entertainment,791.99,UPI,2026-05-04 21:51:00,21,1.0325138331681416,False,12,0,0
TX004990,PAYER00001,MERCH0028,Coursera,COURSERA.COM SUBSCRIPTION,Education,1746.11,UPI,2026-05-05 06:58:00,6,0.32661568465895174,False,8,0,0
TX002618,PAYER00001,MERCH0024,Spotify,SPOTIFY.COM SUBSCRIPTION,Entertainment,512.73,UPI,2026-05-05 22:32:00,22,0.18974914181084207,False,13,0,0
TX000387,PAYER00001,MERCH0021,Employer Corp Payroll,NEFT-EMPLOYERCORPPA-SALARY,Salary,118216.61,UPI,2026-05-06 20:15:00,20,2.0830245451572402,False,5,0,0
TX011542,PAYER00001,MERCH0022,Netflix,NETFLIX*SUBSCRIPTION,Entertainment,237.93,Credit Card,2026-05-06 21:21:00,21,-0.5964877622013813,False,14,0,0
TX001002,PAYER00001,MERCH0014,Reliance Trends,RELIANCETRENDS,Shopping,708.08,UPI,2026-05-07 14:14:00,14,0.133312746947058,False,6,0,0
TX007525,PAYER00001,MERCH0011,Amazon.in,AMAZONIN*NGP,Shopping,189.86,UPI,2026-05-08 15:03:00,15,-2.0013970109736157,False,7,1,0
TX004858,PAYER00001,MERCH0027,Udemy,UDEMY.COM SUBSCRIPTION,Education,508.24,UPI,2026-05-10 12:01:00,12,-0.7991757739446788,False,9,1,0
TX009476,PAYER00001,MERCH0012,Myntra,MYNTRA*ORDER233203,Shopping,622.21,Debit Card,2026-05-11 06:01:00,6,0.01865862628449771,False,8,0,0
TX005163,PAYER00001,MERCH0021,Employer Corp Payroll,EMPLOYERCORPPA SALARY CREDIT 867434,Salary,42252.15,UPI,2026-05-12 20:02:00,20,-0.7288126451205691,False,6,1,0
TX011317,PAYER00001,MERCH0021,Employer Corp Payroll,SALARY-EMPLOYERCORPPA-78300,Salary,105940.13,Debit Card,2026-05-12 21:28:00,21,1.2504430372070054,False,7,0,0
TX000781,PAYER00001,MERCH0001,Swiggy,UPI-SWIGGY-338191,Food,213.0,Net Banking,2026-05-14 08:19:00,8,-0.5994525729244526,False,4,1,0
TX005021,PAYER00001,MERCH0022,Netflix,UPI-NETFLIX-645529,Entertainment,263.84,Credit Card,2026-05-15 10:25:00,10,-0.49439570859898874,False,15,1,0
TX011172,PAYER00001,MERCH0026,Practo Consultation,PRACTOCONSULTA TXN 168293,Healthcare,126.17,Credit Card,2026-05-16 16:13:00,16,-0.7701418424719186,False,12,1,0
TX005656,PAYER00001,MERCH0012,Myntra,MYNTRA*DEL,Shopping,82.02,Net Banking,2026-05-19 11:03:00,11,-2.03234223637614,False,9,2,0
TX011134,PAYER00001,MERCH0027,Udemy,UDEMY*SUBSCRIPTION,Education,2412.4,UPI,2026-05-20 08:13:00,8,1.0025244987315283,False,10,0,1
TX005613,PAYER00001,MERCH0024,Spotify,SPOTIFY.COM SUBSCRIPTION,Entertainment,320.38,UPI,2026-05-20 11:16:00,11,-0.3069901193820007,False,16,0,1
TX002564,PAYER00001,MERCH0022,Netflix,UPI-NETFLIX-325369,Entertainment,180.67,UPI,2026-05-20 17:37:00,17,-0.7239561020868523,False,17,0,0
TX006243,PAYER00001,MERCH0001,Swiggy,SWIGGY INDIA PVT LTD,Food,157.67,Credit Card,2026-05-21 07:09:00,7,-0.815500235274054,False,5,0,0
TX002162,PAYER00001,MERCH0003,Starbucks,STARBUCKS KOL 654223,Food,108.89,Wallet,2026-05-22 12:34:00,12,-0.9790448068169273,False,6,1,0
TX004776,PAYER00001,MERCH0015,Local Kirana Store,LOCALKIRANASTO INDIA PVT LTD,Shopping,304.99,UPI,2026-05-22 16:19:00,16,-0.8716515189427002,False,10,0,0
TX005045,PAYER00001,MERCH0020,Landlord NEFT,NEFT-LANDLORD-RENT-563435,Rent,16212.18,Net Banking,2026-05-23 19:19:00,19,-0.9215354555598109,False,6,1,0
TX006529,PAYER00001,MERCH0021,Employer Corp Payroll,SALARY-EMPLOYERCORPPA-554382,Salary,47461.11,UPI,2026-05-24 20:54:00,20,-0.6368584298673882,False,8,1,0
TX002101,PAYER00001,MERCH0019,Municipal Water Bill,MUNICIPALWATER,Utilities,1009.85,Debit Card,2026-05-25 10:06:00,10,-0.38979576999407667,False,15,0,0
TX010747,PAYER00001,MERCH0020,Landlord NEFT,NEFT-LANDLORD-RENT-703558,Rent,25357.28,UPI,2026-05-26 16:00:00,16,0.03494978175201329,False,7,1,0
TX004652,PAYER00001,MERCH0020,Landlord NEFT,NEFT-LANDLORD-RENT-424581,Rent,14681.96,Credit Card,2026-05-30 17:03:00,17,-1.0162995694491554,False,8,4,0
TX007078,PAYER00001,MERCH0025,Apollo Pharmacy,APOLLOPHARMACY TXN 671635,Healthcare,590.28,UPI,2026-05-30 17:34:00,17,0.36354781712123535,False,13,0,0
TX005309,PAYER00001,MERCH0023,BookMyShow,BOOKMYSHOW*SUBSCRIPTION,Entertainment,225.17,UPI,2026-05-31 13:10:00,13,-0.555593490995766,False,18,0,0
TX005147,PAYER00001,MERCH0015,Local Kirana Store,LOCALKIRANASTO*ORDER106029,Shopping,618.46,Debit Card,2026-06-01 08:13:00,8,0.26620825213421745,False,11,0,0
TX008023,PAYER00001,MERCH0027,Udemy,UDEMY*SUBSCRIPTION,Education,1121.71,UPI,2026-06-05 14:33:00,14,-0.26744254547496077,False,11,4,0
TX010374,PAYER00001,MERCH0009,IndianOil Petrol Pump,INDIANOILPETRO INDIA PVT LTD,Transport,32.2,UPI,2026-06-05 14:48:00,14,-1.3299799330297712,False,13,0,0
TX000008,PAYER00001,MERCH0006,Uber,UBER*DEL,Transport,597.37,UPI,2026-06-06 07:01:00,7,5.007359240035096,False,14,0,0
TX008005,PAYER00001,MERCH0019,Municipal Water Bill,MUNICIPALWATER TXN 301535,Utilities,2709.74,UPI,2026-06-06 10:25:00,10,2.3484621133356978,False,16,0,0
TX000261,PAYER00001,MERCH0015,Local Kirana Store,LOCALKIRANASTO*ORDER451617,Shopping,785.57,Credit Card,2026-06-07 10:13:00,10,0.8481521540617529,False,12,0,0
TX003342,PAYER00001,MERCH0013,Flipkart,FLIPKART*ORDER931377,Shopping,1264.96,Credit Card,2026-06-07 18:48:00,18,2.5197725703862535,False,13,0,0
TX007718,PAYER00001,MERCH0021,Employer Corp Payroll,NEFT-EMPLOYERCORPPA-SALARY,Salary,65416.65,Debit Card,2026-06-07 21:30:00,21,-0.04365991049678959,False,9,0,0
TX008147,PAYER00001,MERCH0026,Practo Consultation,PRACTOCONSULTA BLR 679125,Healthcare,123.53,Debit Card,2026-06-08 09:26:00,9,-0.7806102388060041,False,14,0,0
TX004533,PAYER00001,MERCH0020,Landlord NEFT,LANDLORDNEFT RENT MAY,Rent,19053.58,Debit Card,2026-06-09 07:07:00,7,-0.4759792406097414,False,9,0,0
TX011021,PAYER00001,MERCH0021,Employer Corp Payroll,NEFT-EMPLOYERCORPPA-SALARY,Salary,50027.9,UPI,2026-06-09 15:46:00,15,-0.5325397690122459,False,10,0,0
TX005741,PAYER00001,MERCH0008,Delhi Metro,DELHIMETRO*HYD,Transport,24.8,UPI,2026-06-14 17:34:00,17,-1.0276796804282742,False,15,5,1
TX011601,PAYER00001,MERCH0022,Netflix,NETFLIX.COM SUBSCRIPTION,Entertainment,202.08,UPI,2026-06-14 20:49:00,20,-0.6093803492393992,False,19,0,0
TX011104,PAYER00001,MERCH0016,BESCOM Electricity,BESCOMELECTRIC TXN 950344,Utilities,896.77,UPI,2026-06-15 08:38:00,8,-0.6224904202188616,False,17,0,0
TX010524,PAYER00001,MERCH0002,Zomato,ZOMATO PUN 524083,Food,72.06,Credit Card,2026-06-15 10:30:00,10,-1.058664826131277,True,7,0,0
TX002697,PAYER00001,MERCH0007,Ola Cabs,UPI-OLACABS-970229,Transport,121.8,UPI,2026-06-17 02:44:00,2,-0.28803532290097084,False,16,1,0
TX007267,PAYER00001,MERCH0025,Apollo Pharmacy,APOLLOPHARMACY TXN 934267,Healthcare,236.18,Debit Card,2026-06-17 10:28:00,10,-0.462715656843095,False,15,0,0
TX010203,PAYER00001,MERCH0025,Apollo Pharmacy,APOLLOPHARMACY HYD 497571,Healthcare,207.54,Debit Card,2026-06-17 18:41:00,18,-0.5171915288617197,False,16,0,0
TX008353,PAYER00001,MERCH0022,Netflix,UPI-NETFLIX-758391,Entertainment,2389.02,UPI,2026-06-19 07:21:00,7,6.434997972512987,False,20,1,0
TX001837,PAYER00001,MERCH0021,Employer Corp Payroll,NEFT-EMPLOYERCORPPA-SALARY,Salary,44482.8,Net Banking,2026-06-20 09:17:00,9,-0.6845946636497391,False,11,1,0
TX010744,PAYER00001,MERCH0021,Employer Corp Payroll,EMPLOYERCORPPA SALARY CREDIT 186314,Salary,39337.04,UPI,2026-06-20 19:03:00,19,-0.8172664714648046,False,12,0,0
TX004719,PAYER00001,MERCH0021,Employer Corp Payroll,EMPLOYERCORPPA SALARY CREDIT 66491,Salary,85743.04,Debit Card,2026-06-21 01:15:00,1,0.8293931799075188,False,13,0,0
TX006340,PAYER00001,MERCH0023,BookMyShow,BOOKMYSHOW MONTHLY 947729,Entertainment,219.01,Debit Card,2026-06-23 10:50:00,10,-0.49963541046137455,False,21,2,0
TX006826,PAYER00001,MERCH0012,Myntra,UPI-MYNTRA-48047,Shopping,290.78,Credit Card,2026-06-23 13:41:00,13,-1.006027413723641,False,14,0,1
TX008661,PAYER00001,MERCH0025,Apollo Pharmacy,APOLLOPHARMACY AHM 252604,Healthcare,35.41,UPI,2026-06-23 20:22:00,20,-0.9412681742836714,False,17,0,0
TX002631,PAYER00001,MERCH0006,Uber,UBER INDIA PVT LTD,Transport,308.57,UPI,2026-06-23 22:00:00,22,1.0590846325199874,False,17,0,0
TX005882,PAYER00001,MERCH0016,BESCOM Electricity,UPI-BESCOMELECTRIC-89301,Utilities,622.02,UPI,2026-06-26 16:16:00,16,-1.0000359202772091,False,18,2,0
TX001032,PAYER00001,MERCH0013,Flipkart,UPI-FLIPKART-387844,Shopping,486.0,UPI,2026-06-27 10:30:00,10,-0.334381507685742,False,15,0,0
TX007375,PAYER00001,MERCH0005,Local Tiffin Service,LOCALTIFFINSER INDIA PVT LTD,Food,120.47,UPI,2026-06-28 08:19:00,8,-0.6529584401310167,True,8,0,0
TX009527,PAYER00001,MERCH0024,Spotify,UPI-SPOTIFY-179660,Entertainment,202.1,Credit Card,2026-06-28 16:55:00,16,-0.5182561505978978,False,22,0,0
TX010488,PAYER00001,MERCH0021,Employer Corp Payroll,EMPLOYERCORPPA PAYROLL MAY,Salary,44298.31,Wallet,2026-07-02 17:22:00,17,-0.6630914626450537,False,14,4,0
TX003517,PAYER00001,MERCH0018,Jio Fiber,JIOFIBER INDIA PVT LTD,Utilities,1563.21,UPI,2026-07-03 18:07:00,18,0.4285518888005531,False,19,1,0
TX001742,PAYER00001,MERCH0024,Spotify,SPOTIFY*SUBSCRIPTION,Entertainment,147.42,UPI,2026-07-04 19:42:00,19,-0.6119269572017517,False,23,1,0
TX000949,PAYER00001,MERCH0021,Employer Corp Payroll,NEFT-EMPLOYERCORPPA-SALARY,Salary,60217.82,UPI,2026-07-06 10:28:00,10,-0.06577015912724059,False,15,1,0
TX007813,PAYER00001,MERCH0026,Practo Consultation,PRACTOCONSULTA,Healthcare,540.07,Credit Card,2026-07-08 22:56:00,22,0.4129441321383213,False,18,2,0
TX011401,PAYER00001,MERCH0019,Municipal Water Bill,MUNICIPALWATER*CHN,Utilities,2685.43,Debit Card,2026-07-09 10:05:00,10,2.0929474552153895,False,20,0,0
TX003686,PAYER00001,MERCH0021,Employer Corp Payroll,NEFT-EMPLOYERCORPPA-SALARY,Salary,37293.69,Credit Card,2026-07-12 12:16:00,12,-0.9048092417771472,False,16,3,0
TX011563,PAYER00001,MERCH0008,Delhi Metro,DELHIMETRO,Transport,311.19,Net Banking,2026-07-13 18:35:00,18,1.0173380603073023,False,18,1,0
